ID,Positive Event,Total Sends,Total Opens,Unique Opens,Total Clickthroughs,Unique Clickthroughs,Total Page Views,Total Visits,Average Page Time (seconds),Total Page Time (seconds),Total Form Submissions,Title,Job Function,Industry Formula,Region
1259A,1,,,,,,,,,,,Leiter IT Service Management und Plattformen,"Business Executive (CEO, COO, CMO, etc.)",Retail,EMEA
1260A,0,,,,,,,,,,,Head of Development,Director / Development Manager,Corporate Services,EMEA
1261A,1,61,41,1,3,1,13,3,6.692307692,87,3,Lead Database Admin,OP,"Civic, Non-Profit and Membership Groups",Americas
1262A,0,61,43,1,8,1,33,7,15.09090909,498,3,0,Director / Development Manager,Financial Services,Americas
1263A,0,3,0,0,0,0,,,,,,"""MongoMAN"" Manager Taskforce Energy Transition IT / Smart Grids IT at Alliander NV","IT Executive (CIO, CTO, VP Engineering, etc.)",Energy and Environmental,EMEA
1264A,0,,,,,,,,,,,Linux Systems Developer,Software Developer / Engineer,Computer Hardware,Americas
1265A,1,,,,,,,,,,,Vice President of Development USA,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
1266A,0,16,27,1,0,0,,,,,1,DBA,DBA,Computer Software,Americas
1267A,0,21,0,0,0,0,,,,,,Manager Platform Engineering,Software Developer / Engineer,Media,Americas
1268A,0,26,0,0,0,0,,,,,1,Vice President of Engineering,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
1269A,0,5,10,1,0,0,105,12,45.44761905,4772,1,Chief Technology Officer,0,Computer Software,Americas
1270A,0,,,,,,,,,,,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",0,Americas
1271A,0,,,,,,,,,,,DBA department manager,DBA,Banks,EMEA
1272A,0,,,,,,,,,,,Devops Engineer,Software Developer / Engineer,Corporate Services,Americas
1273A,0,40,174,1,0,0,,,,,,Sr. Project Manager,Product / Project Manager,Corporate Services,Americas
1274A,0,6,2,1,0,0,,,,,,Sr. Infrastructure Engineer,Software Developer / Engineer,Corporate Services,Americas
1275A,0,18,24,1,3,1,79,14,77.64556962,6134,2,Sr. Manager,Product / Project Manager,Corporate Services,APAC
1276A,0,9,9,1,0,0,,,,,,0,Software Developer / Engineer,Computer Software,EMEA
1277A,0,,,,,,,,,,,Vice President and Chief Architect,"IT Executive (CIO, CTO, VP Engineering, etc.)",Hospitals and Healthcare,Americas
1278A,0,,,,,,,,,,,Technology Director,Director / Development Manager,Financial Services,Americas
1279A,0,64,4,1,2,1,84,13,55.33333333,4648,2,Sr. Solution Architect,Architect,Media,Americas
1280A,1,,,,,,,,,,,VP Platform and System Development,"Business Executive (CEO, COO, CMO, etc.)",Retail,Americas
1281A,1,,,,,,,,,,,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
1282A,0,20,7,1,0,0,,,,,,Director of IT,Director / Development Manager,Computer Software,Americas
1283A,0,36,68,1,0,0,4,2,0.25,1,,Data Director,Director / Development Manager,Financial Services,Americas
1284A,0,28,0,0,0,0,27,8,100.1111111,2703,2,0,Other,Electronics,Americas
1285A,0,,,,,,,,,,,Team Lead FusionReactor,"IT Executive (CIO, CTO, VP Engineering, etc.)",Consulting,EMEA
1286A,0,,,,,,,,,,,VP Risk Technology- Stress Framework,"Business Executive (CEO, COO, CMO, etc.)",Banks,EMEA
1287A,0,,,,,,,,,,,Information Technology Director,"IT Executive (CIO, CTO, VP Engineering, etc.)",Telecommunications,Americas
1288A,0,3,13,1,2,1,142,42,30.8028169,4374,3,Lead PM,Product / Project Manager,Computer Software,EMEA
1289A,0,,,,,,,,,,,CEO,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
1290A,0,,,,,,,,,,,Database Team Manager,DBA,Media,EMEA
1291A,1,,,,,,,,,,,Database Team Manager,DBA,Media,EMEA
1292A,1,100,0,0,0,0,109,46,74.76146789,8149,2,Lead Software Engineer,Software Developer / Engineer,Corporate Services,Americas
1293A,0,8,38,1,2,1,42,23,58.5952381,2461,1,Developer,Software Developer / Engineer,Banks,EMEA
1294A,0,21,1,1,1,1,1,1,0,0,,"Director, Technology Innovation Program Office",Director / Development Manager,Government,Americas
1295A,0,,,,,,,,,,,0,Other,Automotive,Americas
1296A,0,13,2,1,0,0,,,,,2,CTO,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
1297A,0,43,92,1,3,1,368,156,72.41304348,26648,,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)","Leisure, Sports and Recreation",EMEA
1298A,1,,,,,,,,,,,Director -Quality Assurance,Director / Development Manager,Financial Services,Americas
1299A,0,24,2,1,3,1,4,2,3.75,15,,0,Director / Development Manager,Banks,EMEA
1300A,0,,,,,,,,,,,IT Catalyst - MediaCT and Public Affairs,Other,Corporate Services,EMEA
1301A,1,77,206,1,7,1,925,212,54.41945946,50338,,Data Services Team Lead,0,Retail,Americas
1302A,0,53,4,1,1,1,1,1,0,0,5,Architect,Architect,Corporate Services,Americas
1303A,0,,,,,,,,,,,Principal Architect,Director / Development Manager,Pharmaceuticals and Biotechnology,Americas
1304A,1,,,,,,,,,,,Sitecore Project Manager,0,Media,Americas
1305A,0,,,,,,,,,,,0,Software Developer / Engineer,0,Americas
1306A,0,46,9,1,1,1,2,1,2.5,5,,0,0,Financial Services,EMEA
1307A,1,,,,,,,,,,,Head of Data and Analytics,Director / Development Manager,Transportation,EMEA
1308A,0,43,30,1,1,1,1,1,0,0,,Manager Software Engineering,Software Developer / Engineer,Insurance,Americas
1309A,0,17,20,1,2,1,4,1,88,352,,"Manager, IT Innovation",Director / Development Manager,Real Estate,Americas
1310A,1,,,,,,,,,,,Cloud Engineer,OP,Computer Software,Americas
1311A,0,32,236,1,14,1,17,12,23,391,,Enterprise Architect,Architect,Insurance,EMEA
1312A,1,32,236,1,14,1,17,12,23,391,,Enterprise Architect,Architect,Insurance,EMEA
1313A,0,,,,,,,,,,,Developer,DV,Computer Hardware,Americas
1314A,0,,,,,,,,,,,Director Development Center Strategy and Operations,Director / Development Manager,Hospitals and Healthcare,Americas
1315A,0,13,0,0,0,0,,,,,,Architect,Architect,Construction and Building Materials,EMEA
1316A,1,40,0,0,0,0,,,,,,"Applications Development Manager, Optimization Systems",Director / Development Manager,Transportation,Americas
1317A,0,65,116,1,2,1,52,11,87.78846154,4565,7,Data Architect / DBA,Architect,Transportation,Americas
1318A,0,,,,,,,,,,,0,0,Retail,EMEA
1319A,0,10,4,1,0,0,,,,,,"Manager, Data Architecture & Data Operations",0,Telecommunications,Americas
1320A,0,,,,,,,,,,,Vice President of Engineering,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
1321A,0,,,,,,,,,,,Director of Engineering,"IT Executive (CIO, CTO, VP Engineering, etc.)",Corporate Services,Americas
1322A,0,,,,,,,,,,,Software Developer,Software Developer / Engineer,Computer Software,Americas
1323A,0,142,154,1,18,1,261,56,60.37164751,15757,67,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",0,APAC
1324A,0,37,10,1,3,1,15,11,6.466666667,97,,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
1325A,0,18,32,1,0,0,,,,,,System Engineer,OP,Computer Software,EMEA
1326A,0,18,32,1,0,0,,,,,,System Engineer,OP,Computer Software,EMEA
1327A,0,17,9,1,0,0,,,,,,Technical Director,Director / Development Manager,Consulting,EMEA
1328A,0,35,6,1,0,0,93,27,66.70967742,6204,3,"Manager, DBA",Director / Development Manager,Financial Services,Americas
1329A,0,9,0,0,0,0,32,15,89.15625,2853,1,Head of Development,Director / Development Manager,Telecommunications,Americas
1330A,0,68,148,1,15,1,337,91,65.58160237,22101,4,Manager - DBA,DBA,Retail,Americas
1331A,0,40,17,1,3,1,1259,518,114.0190627,143550,6,0,DBA,Computer Software,APAC
1332A,0,,,,,,,,,,,Head of Development and Support at Tieto,Director / Development Manager,Corporate Services,EMEA
1333A,0,,,,,,,,,,,"Directeur Recherche, Etude et D�veloppement",Director / Development Manager,Corporate Services,EMEA
1334A,0,18,17,1,1,1,36,11,70.63888889,2543,1,DBA,DBA,Corporate Services,EMEA
1335A,0,,,,,,,,,,,Sr. Software Engineer,Software Developer / Engineer,Computer Hardware,Americas
1336A,0,8,17,1,3,1,18,8,12.44444444,224,1,"Owner, Van Meijel Automatisering BV","Business Executive (CEO, COO, CMO, etc.)",Computer Software,EMEA
1337A,0,17,8,1,5,1,641,193,70.92667707,45464,3,iOS Developer,Software Developer / Engineer,Corporate Services,EMEA
1338A,0,,,,,,,,,,,Information Technology Manager eCommerce,Director / Development Manager,Corporate Services,Americas
1339A,0,38,3,1,2,1,6,2,15.5,93,,Global Data Architect,Architect,Holding Companies,Americas
1340A,0,62,10,1,1,1,465,106,81.82580645,38049,6,Web Designer,Software Developer / Engineer,Government,Americas
1341A,0,13,0,0,0,0,,,,,2,Director,Director / Development Manager,Financial Services,Americas
1342A,0,11,5,1,0,0,,,,,1,Director of Website Operations,Director / Development Manager,Retail,Americas
1343A,0,,,,,,,,,,,Sr. Software Eng,Software Developer / Engineer,Computer Software,Americas
1344A,0,,,,,,,,,,,President,"Business Executive (CEO, COO, CMO, etc.)",0,APAC
1345A,0,20,15,1,0,0,,,,,,Chief Data Office,"Business Executive (CEO, COO, CMO, etc.)",Telecommunications,EMEA
1346A,0,17,12,1,0,0,,,,,,Dev Manager,Director / Development Manager,Banks,Americas
1347A,0,38,0,0,0,0,,,,,,Data Architect,Architect,Automotive,Americas
1348A,0,16,13,1,2,1,130,47,52.92307692,6880,4,Technical Manager,Director / Development Manager,Industrial Manufacturing and Services,EMEA
1349A,0,3,0,0,0,0,101,25,88.1980198,8908,4,Lead Application Developer,Software Developer / Engineer,Retail,Americas
1350A,0,,,,,,,,,,,Project Lead,Product / Project Manager,Retail,Americas
1351A,0,6,6,1,0,0,79,21,89.01265823,7032,1,Technical Lead,Software Developer / Engineer,Government,EMEA
1352A,0,,,,,,,,,,,Sr Database Engineer,Software Developer / Engineer,Telecommunications,Americas
1353A,0,3,0,0,0,0,,,,,1,Technology Director,Director / Development Manager,Computer Software,Americas
1354A,0,,,,,,,,,,,0,0,Corporate Services,Americas
1355A,0,1,0,0,0,0,,,,,,0,0,Corporate Services,APAC
1356A,0,,,,,,,,,,,Software Engineer,0,Computer Software,Americas
1357A,0,5,0,0,0,0,,,,,,CTO,0,Corporate Services,EMEA
1358A,0,,,,,,,,,,,Lead Agile Coach,Other,Retail,Americas
1359A,0,34,41,1,0,0,,,,,,Sr. Programmer/Analyst,Software Developer / Engineer,Schools and Education,Americas
1360A,0,9,0,0,0,0,,,,,,Database Architect,Architect,Insurance,Americas
1361A,1,,,,,,,,,,,Mobile Technology Architect,Data Scientist,Corporate Services,Global
1362A,1,64,166,1,7,1,62,28,30.20967742,1873,2,"Manager, Database Services","Business Executive (CEO, COO, CMO, etc.)",Insurance,Americas
1363A,0,34,0,0,0,0,9,4,70.22222222,632,2,"Director, Enterprise Architecture",Director / Development Manager,Computer Hardware,Americas
1364A,0,,,,,,,,,,,Head of Network and Development at Localstars,Director / Development Manager,Communications,EMEA
1365A,0,,,,,,,,,,,Software Technology Strategist,Software Developer / Engineer,Corporate Services,Americas
1366A,0,51,72,1,1,1,26,11,72.57692308,1887,1,Product Technology Manager,Director / Development Manager,Media,Americas
1367A,0,51,72,1,1,1,26,11,72.57692308,1887,1,Product Technology Manager,Director / Development Manager,Media,Americas
1368A,0,,,,,,,,,,,"Manager, Enterprise Data Architecture",Director / Development Manager,Insurance,Americas
1369A,0,,,,,,,,,,,"Manager, Enterprise Data Architecture",Director / Development Manager,Insurance,Americas
1370A,1,19,8,1,0,0,,,,,,Director of DevOps and IT,Director / Development Manager,Retail,EMEA
1371A,0,128,50,1,4,1,413,71,70.01694915,28917,34,Manager NCS,Architect,Transportation,Americas
1372A,1,19,2,1,2,1,88,23,17.5,1540,,Senior Vice President,"IT Executive (CIO, CTO, VP Engineering, etc.)",Financial Services,Americas
1373A,0,,,,,,,,,,,Director of Technical Architecture,Architect,Financial Services,Americas
1374A,0,12,2,1,0,0,,,,,1,0,Architect,Financial Services,Americas
1375A,0,6,0,0,0,0,,,,,,"Director, Information Services",Director / Development Manager,Banks,Americas
1376A,0,1,0,0,0,0,,,,,,"Director, Platform Architecture",Architect,Consumer Services,Americas
1377A,0,36,6,1,0,0,335,68,82.0358209,27482,5,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Industrial Manufacturing and Services,APAC
1378A,0,7,10,1,1,1,51,12,86.11764706,4392,1,Enterprise Architect,Architect,Insurance,Americas
1379A,0,14,0,0,0,0,12,5,109.25,1311,1,0,Other,Media,Americas
1380A,0,52,137,1,13,1,805,342,82.65341615,66536,8,Director,Director / Development Manager,Technology,EMEA
1381A,0,34,0,0,0,0,5,4,68.8,344,1,Architect,Architect,Corporate Services,Americas
1382A,0,,,,,,,,,,,"Program Director, R&D",Director / Development Manager,Computer Software,EMEA
1383A,0,39,47,1,0,0,167,70,59.22754491,9891,2,Technology Director at ILUMY digital innovation,"IT Executive (CIO, CTO, VP Engineering, etc.)",Holding Companies,EMEA
1384A,0,,,,,,,,,,,"Vice President, Information Technology and Chief Technology Officer (CTO)","IT Executive (CIO, CTO, VP Engineering, etc.)",Consumer Product Manufacturing,Americas
1385A,1,,,,,,,,,,,Chief Technology Officer,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
1386A,1,,,,,,,,,,,Chief Technology Officer,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
1387A,0,,,,,,,,,,,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
1388A,0,18,1,1,0,0,,,,,,DBA,DBA,Media,Americas
1389A,1,,,,,,,,,,,Director. Content & Database Mangement Technology,Director / Development Manager,Media,Americas
1390A,0,22,25,1,0,0,50,8,77.38,3869,8,"Manager, Application Development",Director / Development Manager,Hospitals and Healthcare,Americas
1391A,1,,,,,,,,,,,0,Software Developer / Engineer,Banks,Americas
1392A,0,19,0,0,0,0,,,,,,"Head, Global Information Security",Director / Development Manager,Hospitals and Healthcare,Americas
1393A,0,16,16,1,1,1,5,4,3,15,,"Director, Data Management",Director / Development Manager,Banks,Americas
1394A,0,,,,,,,,,,,Architecture Practice Manager,Architect,Computer Software,EMEA
1395A,0,6,0,0,0,0,,,,,,Team Lead,Director / Development Manager,Corporate Services,Americas
1396A,1,,,,,,,,,,,Lead Big Data Architect,Data Scientist,Corporate Services,Americas
1397A,0,,,,,,,,,,,0,0,0,Americas
1398A,0,,,,,,1,1,0,0,,"Sr. Director, Data Services",Director / Development Manager,Computer Software,Americas
1399A,0,11,4,1,0,0,3,1,80,240,,Project Manager,Product / Project Manager,Financial Services,Americas
1400A,0,25,4,1,0,0,,,,,,Head of Global Information Technology Strategy and Operations,Director / Development Manager,Hospitals and Healthcare,Americas
1401A,0,,,,,,,,,,,"Senior Manager, Technical",Director / Development Manager,Computer Hardware,Americas
1402A,0,12,3,1,1,1,16,8,8.875,142,,Project Manager for App Development,Director / Development Manager,Media,Americas
1403A,0,,,,,,,,,,,Product Manager,Product / Project Manager,Computer Software,Americas
1404A,0,,,,,,,,,,,CTO,"IT Executive (CIO, CTO, VP Engineering, etc.)",Electronics,Americas
1405A,0,17,0,0,0,0,,,,,,"Program Manager, Business Applications",Director / Development Manager,Corporate Services,Americas
1406A,1,8,0,0,0,0,,,,,,"VP, Enterprise Architecture & Technology Advancement","IT Executive (CIO, CTO, VP Engineering, etc.)",Insurance,Americas
1407A,1,,,,,,,,,,,0,Software Developer / Engineer,Financial Services,EMEA
1408A,1,,,,,,,,,,,"Senior Manager, IT Application Operations",Director / Development Manager,Computer Software,Americas
1409A,0,23,33,1,0,0,84,19,48.61904762,4084,1,Application Developer,Software Developer / Engineer,Industrial Manufacturing and Services,Americas
1410A,1,,,,,,,,,,,Chief Technology Officer,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,Americas
1411A,0,30,20,1,0,0,,,,,,IT Innovation Leader at Procter & Gamble,Architect,Consumer Product Manufacturing,Americas
1412A,0,,,,,,,,,,,CTO & Co-founder,DV,Media,EMEA
1413A,0,,,,,,,,,,,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,EMEA
1414A,0,,,,,,,,,,,Developer,Software Developer / Engineer,Computer Software,Americas
1415A,0,40,76,1,5,1,49,25,49.16326531,2409,3,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Schools and Education,Americas
1416A,0,58,52,1,3,1,119,51,63.24369748,7526,2,Owner,Software Developer / Engineer,Financial Services,Americas
1417A,1,,,,,,,,,,,Arvitecte,DV,Financial Services,EMEA
1418A,0,,,,,,,,,,,Data Architect,Architect,Agriculture and Forestry,Americas
1419A,0,4,1,1,0,0,,,,,,Principal Engineer,DV,Telecommunications,Americas
1420A,0,,,,,,,,,,,cto faculty,"IT Executive (CIO, CTO, VP Engineering, etc.)",Other,Americas
1421A,0,,,,,,,,,,,Systems Administration and Development Operations,Product / Project Manager,Media,Americas
1422A,0,51,0,0,0,0,7,3,15.57142857,109,1,Senior Manager,Director / Development Manager,Corporate Services,Americas
1423A,1,,,,,,,,,,,Guardium Evangelist,Business Development / Alliance Manager,Corporate Services,Americas
1424A,0,,,,,,,,,,,Engineer,DV,Computer Software,Americas
1425A,0,,,,,,,,,,,"Director, Engineering",Director / Development Manager,Media,Americas
1426A,0,,,,,,,,,,,VP of Operations,"Business Executive (CEO, COO, CMO, etc.)",Computer Software,Americas
1427A,0,,,,,,,,,,,Consultant,Other,Media,Americas
1428A,0,,,,,,,,,,,IT Director,Director / Development Manager,Banks,EMEA
1429A,0,7,0,0,0,0,,,,,,Head of Development,Director / Development Manager,Computer Software,EMEA
1430A,0,,,,,,,,,,,Lead Software Architect,0,Computer Software,Americas
1431A,0,78,2,1,0,0,207,60,46.20772947,9565,4,Team Lead - Software Engineer,Software Developer / Engineer,Financial Services,Americas
1432A,0,,,,,,,,,,,Chairman of The Board and Chief Technology Officer,"IT Executive (CIO, CTO, VP Engineering, etc.)",Media,Americas
1433A,0,,,,,,,,,,,Senior Technical Analyst,Software Developer / Engineer,Corporate Services,Americas
1434A,0,,,,,,,,,,,0,"IT Executive (CIO, CTO, VP Engineering, etc.)",Computer Software,EMEA
1435A,0,,,,,,,,,,,Chief Data Officer,"IT Executive (CIO, CTO, VP Engineering, etc.)",Financial Services,EMEA
1436A,0,83,119,1,6,1,1147,406,67.19180471,77069,5,VP R&D,MG,Telecommunications,EMEA
1437A,1,,,,,,,,,,,"VP, Software Development","IT Executive (CIO, CTO, VP Engineering, etc.)",Hospitals and Healthcare,Americas
1438A,0,5,4,1,0,0,58,20,41.98275862,2435,1,Infrastructure Architect,Architect,Insurance,EMEA
1439A,1,5,4,1,0,0,58,20,41.98275862,2435,1,Infrastructure Architect,Architect,Insurance,EMEA
1440A,1,,,,,,,,,,,DB Architect,Architect,Media,Americas
1441A,0,8,26,1,3,1,36,10,19.30555556,695,,IT Director,Director / Development Manager,Retail,EMEA
1442A,0,5,0,0,0,0,23,21,1.086956522,25,1,"Director, EA",Director / Development Manager,Insurance,Americas
1443A,0,6,18,1,0,0,,,,,,"SW Development Manager, Strategy",Director / Development Manager,Electronics,Americas
